,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
955830,2017-05-25 18:15:42,2017-05-25 18:19:22,220,Ashland Ave & Grace St,Southport Ave & Roscoe St,Subscriber,Male,1980.0
1143748,2017-06-06 17:17:55,2017-06-06 17:23:16,321,Rush St & Superior St,Clark St & Elm St,Subscriber,Male,1989.0
1033799,2017-05-31 09:01:06,2017-05-31 09:13:49,763,Loomis St & Jackson Blvd,State St & Van Buren St,Subscriber,Female,1977.0
629551,2017-04-22 21:08:28,2017-04-22 21:50:37,2529,Halsted St & Wrightwood Ave,Fairbanks Ct & Grand Ave,Customer,,
1030991,2017-05-31 06:35:25,2017-05-31 06:46:37,672,Clinton St & Washington Blvd,St. Clair St & Erie St,Subscriber,Male,1974.0
480367,2017-04-08 15:31:30,2017-04-08 16:02:02,1832,Bissell St & Armitage Ave,Southport Ave & Wellington Ave,Customer,,
541485,2017-04-15 10:24:30,2017-04-15 11:08:43,2653,Mies van der Rohe Way & Chestnut St,Millennium Park,Customer,,
682097,2017-04-27 09:07:49,2017-04-27 09:24:24,995,Clark St & Armitage Ave,McClurg Ct & Erie St,Subscriber,Male,1988.0
20666,2017-01-09 08:54:30,2017-01-09 09:02:55,505,Franklin St & Quincy St,Clark St & Lake St,Subscriber,Male,1970.0
256277,2017-02-24 08:52:08,2017-02-24 09:05:50,822,Ada St & Washington Blvd,Daley Center Plaza,Subscriber,Female,1976.0
871481,2017-05-17 14:13:16,2017-05-17 14:34:45,1289,Streeter Dr & Grand Ave,Lake Shore Dr & North Blvd,Customer,,
317813,2017-03-08 08:45:53,2017-03-08 08:52:30,397,Kingsbury St & Kinzie St,Rush St & Hubbard St,Subscriber,Male,1972.0
1485396,2017-06-26 19:20:29,2017-06-26 19:43:32,1383,Clinton St & Lake St,Sedgwick St & Webster Ave,Subscriber,Female,1993.0
1360599,2017-06-19 18:47:53,2017-06-19 19:14:31,1598,Seeley Ave & Roscoe St,Lake Shore Dr & North Blvd,Subscriber,Male,1988.0
906636,2017-05-21 10:31:05,2017-05-21 10:51:08,1203,Lake Shore Dr & Monroe St,State St & Randolph St,Customer,,
535606,2017-04-14 15:35:56,2017-04-14 15:40:17,261,Morgan St & 31st St,Halsted St & 35th St (*),Subscriber,Male,1987.0
291345,2017-03-03 16:36:02,2017-03-03 16:40:11,249,Kingsbury St & Kinzie St,Sedgwick St & Huron St,Subscriber,Male,1980.0
557950,2017-04-16 08:27:39,2017-04-16 08:34:38,419,University Ave & 57th St,Shore Dr & 55th St,Subscriber,Female,1987.0
1142319,2017-06-06 16:37:33,2017-06-06 16:50:49,796,Mies van der Rohe Way & Chestnut St,Wells St & Huron St,Subscriber,Female,1967.0
1293833,2017-06-15 17:15:49,2017-06-15 17:28:28,759,Lake Shore Dr & North Blvd,Lake Shore Dr & Wellington Ave,Subscriber,Male,1956.0
1222165,2017-06-11 00:41:34,2017-06-11 00:54:35,781,Clarendon Ave & Leland Ave,Leavitt St & Lawrence Ave,Subscriber,Male,1981.0
1329817,2017-06-17 19:37:42,2017-06-17 19:54:05,983,Wolcott Ave & Polk St,Jefferson St & Monroe St,Subscriber,Male,1970.0
786022,2017-05-11 10:35:10,2017-05-11 10:51:37,987,Ada St & Washington Blvd,Western Ave & Walton St,Subscriber,Male,1985.0
539823,2017-04-15 06:45:31,2017-04-15 06:52:20,409,Clark St & Berwyn Ave,Clark St & Leland Ave,Subscriber,Male,1976.0
1511303,2017-06-28 10:50:42,2017-06-28 10:55:34,292,Dearborn St & Adams St,Franklin St & Monroe St,Subscriber,Male,1968.0
680713,2017-04-27 07:02:52,2017-04-27 07:06:37,225,Wells St & Elm St,Dearborn Pkwy & Delaware Pl,Subscriber,Male,1979.0
1345409,2017-06-18 19:19:28,2017-06-18 19:43:05,1417,Halsted St & Diversey Pkwy,Morgan St & Lake St,Subscriber,Female,1991.0
294503,2017-03-04 13:24:37,2017-03-04 13:28:34,237,Ashland Ave & Wellington Ave,Ashland Ave & Wrightwood Ave,Subscriber,Male,1986.0
910009,2017-05-21 13:44:21,2017-05-21 13:49:14,293,Clark St & Lake St,Cityfront Plaza Dr & Pioneer Ct,Subscriber,Male,1989.0
1434874,2017-06-24 08:41:54,2017-06-24 08:46:50,296,Clark St & 9th St (AMLI),Wabash Ave & Roosevelt Rd,Subscriber,Male,1971.0
1198300,2017-06-09 17:54:58,2017-06-09 18:00:10,312,Sheffield Ave & Fullerton Ave,Lincoln Ave & Diversey Pkwy,Subscriber,Male,1992.0
652212,2017-04-24 18:34:14,2017-04-24 18:50:48,994,Orleans St & Ohio St,Damen Ave & Division St,Subscriber,Male,1952.0
924194,2017-05-22 16:43:21,2017-05-22 17:04:51,1290,Millennium Park,Theater on the Lake,Subscriber,Male,1990.0
1448443,2017-06-24 17:44:44,2017-06-24 17:47:21,157,Sheffield Ave & Wrightwood Ave,Lincoln Ave & Diversey Pkwy,Subscriber,Female,1962.0
171706,2017-02-14 13:31:56,2017-02-14 13:54:49,1373,Aberdeen St & Monroe St,McClurg Ct & Erie St,Subscriber,Female,1987.0
122620,2017-02-03 08:49:57,2017-02-03 08:59:38,581,Orleans St & Elm St (*),Wabash Ave & Wacker Pl,Subscriber,Male,1991.0
552682,2017-04-15 17:06:06,2017-04-15 17:36:05,1799,Broadway & Cornelia Ave,Clark St & Berwyn Ave,Customer,,
1172209,2017-06-08 12:21:31,2017-06-08 12:24:41,190,Southport Ave & Wellington Ave,Racine Ave & Belmont Ave,Subscriber,Female,1990.0
1154294,2017-06-07 11:12:02,2017-06-07 11:42:20,1818,McClurg Ct & Illinois St,Michigan Ave & Oak St,Customer,,
1492414,2017-06-27 10:21:57,2017-06-27 10:29:21,444,McClurg Ct & Illinois St,Michigan Ave & Oak St,Subscriber,Female,1970.0
122070,2017-02-03 07:43:47,2017-02-03 07:50:03,376,Clark St & Congress Pkwy,Michigan Ave & Washington St,Subscriber,Male,1988.0
1353672,2017-06-19 12:18:29,2017-06-19 12:38:11,1182,Sedgwick St & Webster Ave,Damen Ave & Pierce Ave,Customer,,
510114,2017-04-11 16:28:22,2017-04-11 16:33:40,318,Clark St & Randolph St,Franklin St & Monroe St,Subscriber,Female,1987.0
430188,2017-03-31 17:22:51,2017-03-31 17:35:46,775,LaSalle St & Jackson Blvd,Sangamon St & Washington Blvd (*),Subscriber,Male,1958.0
671126,2017-04-26 08:34:30,2017-04-26 08:44:08,578,Wells St & Huron St,Franklin St & Jackson Blvd,Subscriber,Male,1986.0
1349200,2017-06-19 07:31:30,2017-06-19 07:44:44,794,Clinton St & Washington Blvd,Ashland Ave & Harrison St,Subscriber,Male,1956.0
1144851,2017-06-06 17:46:43,2017-06-06 17:56:22,579,Michigan Ave & 18th St,Michigan Ave & Jackson Blvd,Subscriber,Male,1996.0
171371,2017-02-14 12:27:25,2017-02-14 12:55:57,1712,Clark St & Armitage Ave,Clark St & Grace St,Customer,,
1026292,2017-05-30 17:39:07,2017-05-30 17:52:11,784,Halsted St & Roscoe St,Southport Ave & Irving Park Rd,Subscriber,Female,1966.0
1088213,2017-06-03 13:34:07,2017-06-03 13:46:36,749,Clark St & Lincoln Ave,Broadway & Barry Ave,Subscriber,Female,1989.0
261542,2017-02-25 17:25:28,2017-02-25 17:32:50,442,Clark St & Armitage Ave,Bissell St & Armitage Ave,Subscriber,Female,1985.0
297238,2017-03-05 11:23:14,2017-03-05 11:36:05,771,State St & Van Buren St,McClurg Ct & Illinois St,Subscriber,Female,1985.0
105277,2017-01-30 17:02:45,2017-01-30 17:25:07,1342,Orleans St & Merchandise Mart Plaza,Clinton St & Washington Blvd,Subscriber,Male,1959.0
1449161,2017-06-24 18:13:25,2017-06-24 18:38:33,1508,Damen Ave & Pierce Ave,Wells St & Concord Ln,Customer,,
733489,2017-05-05 06:22:37,2017-05-05 06:26:38,241,Larrabee St & Armitage Ave,Clark St & Lincoln Ave,Subscriber,Female,1991.0
491773,2017-04-09 14:22:31,2017-04-09 15:03:43,2472,Morgan St & 18th St,McClurg Ct & Illinois St,Customer,,
1393444,2017-06-21 17:37:22,2017-06-21 17:45:08,466,Jefferson St & Monroe St,Racine Ave & Randolph St,Subscriber,Male,1983.0
860017,2017-05-16 17:42:55,2017-05-16 17:54:42,707,Leavitt St & Lawrence Ave,Clark St & Winnemac Ave,Customer,,
552153,2017-04-15 16:46:26,2017-04-15 17:06:40,1214,Streeter Dr & Grand Ave,Lake Shore Dr & North Blvd,Customer,,
1000938,2017-05-29 10:17:03,2017-05-29 10:24:32,449,Wells St & 19th St,Normal Ave & Archer Ave,Subscriber,Male,1969.0
513653,2017-04-11 21:13:36,2017-04-11 21:20:52,436,Stetson Ave & South Water St,Canal St & Madison St,Subscriber,Male,1964.0
1305154,2017-06-16 12:31:49,2017-06-16 13:02:42,1853,Streeter Dr & Grand Ave,Clark St & Armitage Ave,Customer,,
672857,2017-04-26 11:31:36,2017-04-26 11:37:19,343,Ravenswood Ave & Lawrence Ave,Clifton Ave & Lawrence Ave,Subscriber,Male,1981.0
479638,2017-04-08 15:01:35,2017-04-08 15:18:26,1011,Michigan Ave & Congress Pkwy,St. Clair St & Erie St,Customer,,
1264161,2017-06-13 16:10:13,2017-06-13 16:15:27,314,Canal St & Madison St,Kingsbury St & Kinzie St,Subscriber,Male,1991.0
775021,2017-05-10 04:44:30,2017-05-10 04:55:04,634,Indiana Ave & Roosevelt Rd,Halsted St & Polk St,Subscriber,Male,1991.0
1234803,2017-06-11 17:55:28,2017-06-11 18:30:05,2077,Aberdeen St & Jackson Blvd,Millennium Park,Customer,,
325428,2017-03-09 12:30:59,2017-03-09 12:35:03,244,Lake Park Ave & 56th St,Blackstone Ave & Hyde Park Blvd,Subscriber,Male,1966.0
893699,2017-05-18 21:50:43,2017-05-18 21:58:24,461,Kingsbury St & Kinzie St,McClurg Ct & Illinois St,Subscriber,Male,1983.0
1229039,2017-06-11 13:51:50,2017-06-11 14:23:13,1883,Streeter Dr & Grand Ave,Streeter Dr & Grand Ave,Customer,,
35420,2017-01-13 14:58:26,2017-01-13 15:09:39,673,McClurg Ct & Illinois St,Clark St & Elm St,Subscriber,Male,1990.0
895542,2017-05-19 08:22:27,2017-05-19 08:34:59,752,Halsted St & Maxwell St,Wood St & Taylor St,Subscriber,Male,1983.0
89157,2017-01-25 20:02:00,2017-01-25 20:07:41,341,Clarendon Ave & Leland Ave,Clarendon Ave & Gordon Ter,Subscriber,Female,1995.0
8104,2017-01-03 21:10:06,2017-01-03 21:18:24,498,Lake Shore Dr & Diversey Pkwy,Wilton Ave & Belmont Ave,Subscriber,Male,1969.0
1335914,2017-06-18 12:31:51,2017-06-18 12:42:56,665,Shedd Aquarium,Burnham Harbor,Subscriber,Female,1990.0
525289,2017-04-13 13:30:12,2017-04-13 13:39:23,551,Clark St & Leland Ave,Southport Ave & Waveland Ave,Subscriber,Female,1990.0
1442097,2017-06-24 14:10:30,2017-06-24 14:34:05,1415,Ashland Ave & Chicago Ave,Clark St & North Ave,Subscriber,Female,1982.0
483479,2017-04-08 18:02:10,2017-04-08 18:26:31,1461,Lakefront Trail & Bryn Mawr Ave,Montrose Harbor,Customer,,
419376,2017-03-29 09:17:23,2017-03-29 09:21:48,265,Drake Ave & Addison St,Monticello Ave & Irving Park Rd,Subscriber,Female,1984.0
1549398,2017-06-30 19:36:38,2017-06-30 19:54:37,1079,Michigan Ave & Congress Pkwy,Dearborn St & Erie St,Subscriber,Female,1989.0
292785,2017-03-03 19:44:18,2017-03-03 19:50:09,351,LaSalle St & Illinois St,McClurg Ct & Illinois St,Subscriber,Male,1981.0
915158,2017-05-21 22:47:13,2017-05-21 22:56:22,549,Ogden Ave & Chicago Ave,Damen Ave & Pierce Ave,Subscriber,Male,1991.0
1385314,2017-06-21 09:48:38,2017-06-21 09:59:09,631,Columbus Dr & Randolph St,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1993.0
346701,2017-03-15 21:13:54,2017-03-15 21:27:16,802,Damen Ave & Madison St,Clinton St & Washington Blvd,Subscriber,Male,1979.0
454699,2017-04-04 17:19:37,2017-04-04 17:27:35,478,Stetson Ave & South Water St,Canal St & Adams St,Subscriber,Male,1987.0
1171124,2017-06-08 10:55:37,2017-06-08 11:02:10,393,Ashland Ave & Division St,Marshfield Ave & Cortland St,Subscriber,Male,1988.0
1527449,2017-06-29 14:52:45,2017-06-29 15:26:13,2008,Cannon Dr & Fullerton Ave,Streeter Dr & Grand Ave,Customer,,
1050671,2017-06-01 10:44:10,2017-06-01 10:51:36,446,Field Museum,Indiana Ave & Roosevelt Rd,Customer,,
338149,2017-03-12 15:59:25,2017-03-12 16:08:25,540,Noble St & Milwaukee Ave,Damen Ave & Cortland St,Subscriber,Female,1983.0
996266,2017-05-28 18:48:33,2017-05-28 20:38:20,6587,Broadway & Cornelia Ave,Broadway & Cornelia Ave,Customer,,
496965,2017-04-09 18:26:54,2017-04-09 18:50:45,1431,Broadway & Wilson Ave,Lake Shore Dr & Diversey Pkwy,Subscriber,Female,1985.0
683746,2017-04-27 15:05:04,2017-04-27 15:13:28,504,Rush St & Hubbard St,LaSalle St & Jackson Blvd,Subscriber,Male,1993.0
1189586,2017-06-09 11:36:32,2017-06-09 11:45:07,515,Field Blvd & South Water St,Clark St & Lake St,Subscriber,Male,1983.0
969051,2017-05-27 09:50:02,2017-05-27 10:16:03,1561,Racine Ave & Wrightwood Ave,Fairbanks Ct & Grand Ave,Subscriber,Female,1977.0
378481,2017-03-22 06:56:11,2017-03-22 07:01:21,310,Michigan Ave & Jackson Blvd,Franklin St & Monroe St,Subscriber,Male,1964.0
909742,2017-05-21 13:30:47,2017-05-21 13:53:55,1388,Michigan Ave & Oak St,Michigan Ave & Oak St,Customer,,
1197065,2017-06-09 17:16:18,2017-06-09 17:22:09,351,Kingsbury St & Erie St,Clinton St & Lake St,Subscriber,Male,1980.0
259676,2017-02-24 19:22:20,2017-02-24 19:24:28,128,Southport Ave & Belmont Ave,Southport Ave & Roscoe St,Subscriber,Male,1970.0
514041,2017-04-12 00:31:02,2017-04-12 00:44:50,828,Damen Ave & Leland Ave,Oakley Ave & Irving Park Rd,Subscriber,Male,1987.0
1537324,2017-06-30 08:27:06,2017-06-30 08:32:27,321,Wabash Ave & 8th St,State St & Van Buren St,Subscriber,Male,1981.0
982763,2017-05-27 19:40:13,2017-05-27 20:09:45,1772,Lake Shore Dr & Monroe St,Lake Shore Dr & North Blvd,Subscriber,Male,1998.0
738075,2017-05-05 16:16:11,2017-05-05 16:28:55,764,Museum of Science and Industry,Kimbark Ave & 53rd St,Subscriber,Female,1996.0
102463,2017-01-30 06:04:26,2017-01-30 06:11:00,394,Racine Ave & Congress Pkwy,Clinton St & Jackson Blvd,Subscriber,Male,1953.0
1025886,2017-05-30 17:26:26,2017-05-30 17:30:59,273,Wabash Ave & Roosevelt Rd,Michigan Ave & 18th St,Subscriber,Male,1988.0
360827,2017-03-19 10:32:59,2017-03-19 10:55:50,1371,Orleans St & Elm St (*),Green St & Madison St,Subscriber,Male,1977.0
444015,2017-04-02 17:47:03,2017-04-02 17:51:55,292,Shore Dr & 55th St,Lake Park Ave & 53rd St,Subscriber,Female,1990.0
619666,2017-04-21 17:59:26,2017-04-21 18:16:23,1017,May St & Cullerton St,Racine Ave & Randolph St,Subscriber,Female,1985.0
732410,2017-05-04 19:49:49,2017-05-04 20:14:45,1496,Mies van der Rohe Way & Chestnut St,Sangamon St & Washington Blvd (*),Subscriber,Female,1977.0
493584,2017-04-09 15:35:30,2017-04-09 15:40:58,328,Clark St & Congress Pkwy,Clark St & Randolph St,Subscriber,Female,1976.0
192601,2017-02-17 16:57:47,2017-02-17 17:05:44,477,LaSalle St & Illinois St,Larrabee St & Kingsbury St,Subscriber,Male,1983.0
489311,2017-04-09 12:38:41,2017-04-09 12:46:07,446,Wabash Ave & 16th St,Wentworth Ave & 24th St,Subscriber,Male,1990.0
831088,2017-05-14 16:30:50,2017-05-14 16:45:50,900,Dayton St & North Ave,Kingsbury St & Kinzie St,Customer,,
218229,2017-02-19 16:17:06,2017-02-19 16:23:05,359,Clark St & Randolph St,Desplaines St & Randolph St,Subscriber,Male,1987.0
1290342,2017-06-15 14:13:45,2017-06-15 14:36:58,1393,Columbus Dr & Randolph St,Streeter Dr & Grand Ave,Customer,,
155026,2017-02-10 21:31:55,2017-02-10 21:52:45,1250,Sheridan Rd & Irving Park Rd,Damen Ave & Cortland St,Subscriber,Male,1988.0
1159310,2017-06-07 16:55:56,2017-06-07 18:07:41,4305,Buckingham Fountain,Sheffield Ave & Waveland Ave,Customer,,
800467,2017-05-12 14:16:12,2017-05-12 14:29:12,780,Wabash Ave & Grand Ave,Clinton St & Jackson Blvd,Customer,,
1040339,2017-05-31 17:13:19,2017-05-31 17:27:55,876,Ellis Ave & 55th St,MLK Jr Dr & 47th St,Subscriber,Male,1994.0
81743,2017-01-24 15:41:37,2017-01-24 15:49:10,453,Clinton St & Jackson Blvd,Kingsbury St & Kinzie St,Subscriber,Female,1984.0
1005566,2017-05-29 13:59:01,2017-05-29 14:32:47,2026,Michigan Ave & Oak St,Clark St & Armitage Ave,Customer,,
775438,2017-05-10 06:46:36,2017-05-10 06:54:30,474,Kingsbury St & Kinzie St,Mies van der Rohe Way & Chicago Ave,Subscriber,Female,1976.0
1166303,2017-06-07 23:11:20,2017-06-07 23:29:28,1088,Eckhart Park,Clinton St & 18th St,Subscriber,Male,1972.0
640996,2017-04-23 19:05:38,2017-04-23 20:02:29,3411,Shore Dr & 55th St,Shore Dr & 55th St,Customer,,
527886,2017-04-13 17:43:05,2017-04-13 17:54:49,704,Clinton St & Jackson Blvd,May St & Taylor St,Subscriber,Male,1990.0
107635,2017-01-31 08:00:32,2017-01-31 08:19:58,1166,Canal St & Adams St,Dearborn St & Erie St,Subscriber,Male,1978.0
1172034,2017-06-08 12:09:35,2017-06-08 12:18:02,507,Cityfront Plaza Dr & Pioneer Ct,Dearborn St & Monroe St,Subscriber,Male,1972.0
499031,2017-04-10 01:11:29,2017-04-10 01:24:44,795,Bissell St & Armitage Ave,Wells St & Concord Ln,Subscriber,Male,1962.0
94752,2017-01-27 07:40:00,2017-01-27 07:51:49,709,Canal St & Adams St,Wabash Ave & Grand Ave,Subscriber,Male,1982.0
859101,2017-05-16 17:17:24,2017-05-16 17:27:19,595,Sheffield Ave & Kingsbury St,Marshfield Ave & Cortland St,Subscriber,Male,1979.0
329214,2017-03-10 06:17:24,2017-03-10 06:21:08,224,Jefferson St & Monroe St,Clinton St & Tilden St,Subscriber,Male,1982.0
1396870,2017-06-21 19:39:08,2017-06-21 20:11:52,1964,Sheridan Rd & Loyola Ave,Lincoln Ave & Addison St,Subscriber,Female,1996.0
1239602,2017-06-12 05:56:07,2017-06-12 06:18:14,1327,Elston Ave & Wabansia Ave,LaSalle St & Jackson Blvd,Subscriber,Male,1962.0
1163628,2017-06-07 19:10:59,2017-06-07 19:15:17,258,Sheffield Ave & Wellington Ave,Southport Ave & Wellington Ave,Subscriber,Male,1901.0
1386957,2017-06-21 12:13:04,2017-06-21 12:43:22,1818,Lake Shore Dr & Monroe St,Streeter Dr & Grand Ave,Customer,,
728984,2017-05-04 15:45:49,2017-05-04 16:06:52,1263,Shedd Aquarium,Buckingham Fountain,Customer,,
1519067,2017-06-28 20:36:45,2017-06-28 20:52:16,931,Clark St & Lincoln Ave,Damen Ave & Charleston St,Subscriber,Male,1989.0
768945,2017-05-09 12:00:10,2017-05-09 12:06:44,394,Columbus Dr & Randolph St,Dearborn St & Monroe St,Subscriber,Male,1988.0
819491,2017-05-13 18:06:41,2017-05-13 18:27:39,1258,Sheffield Ave & Kingsbury St,Southport Ave & Wrightwood Ave,Customer,,
83790,2017-01-24 19:28:29,2017-01-24 19:39:14,645,Pine Grove Ave & Waveland Ave,Southport Ave & Roscoe St,Subscriber,Male,1992.0
1459184,2017-06-25 13:04:02,2017-06-25 13:10:46,404,Lincoln Ave & Fullerton Ave,Clark St & Lincoln Ave,Subscriber,Male,1993.0
1258905,2017-06-13 08:49:28,2017-06-13 08:53:09,221,Fairbanks Ct & Grand Ave,LaSalle St & Illinois St,Subscriber,Male,1991.0
80440,2017-01-24 09:17:39,2017-01-24 09:21:06,207,Wabash Ave & 16th St,Wabash Ave & Roosevelt Rd,Subscriber,Male,1965.0
1545752,2017-06-30 16:49:34,2017-06-30 19:52:29,10975,Montrose Harbor,Montrose Harbor,Customer,,
65155,2017-01-21 13:40:42,2017-01-21 13:51:13,631,Orleans St & Merchandise Mart Plaza,Kingsbury St & Erie St,Subscriber,Male,1978.0
764697,2017-05-08 18:01:28,2017-05-08 18:17:54,986,Stockton Dr & Wrightwood Ave,Seeley Ave & Roscoe St,Subscriber,Male,1973.0
894294,2017-05-19 06:27:35,2017-05-19 06:30:47,192,Southport Ave & Irving Park Rd,Sheridan Rd & Irving Park Rd,Subscriber,Male,1968.0
1508745,2017-06-28 08:04:02,2017-06-28 08:06:54,172,Clinton St & Lake St,Kingsbury St & Kinzie St,Subscriber,Female,1962.0
869166,2017-05-17 10:10:13,2017-05-17 10:14:39,266,Clark St & Randolph St,Franklin St & Monroe St,Subscriber,Female,1972.0
465513,2017-04-07 05:34:32,2017-04-07 05:37:25,173,Canal St & Adams St,Wacker Dr & Washington St,Subscriber,Male,1982.0
734473,2017-05-05 08:07:29,2017-05-05 08:19:20,711,Wells St & Walton St,Canal St & Madison St,Subscriber,Male,1993.0
1288197,2017-06-15 11:30:41,2017-06-15 11:32:57,136,Clinton St & Lake St,Clinton St & Madison St,Subscriber,Male,1992.0
92078,2017-01-26 16:00:03,2017-01-26 16:20:18,1215,Larrabee St & Webster Ave,Canal St & Adams St,Subscriber,Male,1975.0
768373,2017-05-09 09:40:22,2017-05-09 09:48:11,469,Wabash Ave & Roosevelt Rd,LaSalle St & Jackson Blvd,Subscriber,Female,1985.0
121593,2017-02-03 04:33:28,2017-02-03 04:37:19,231,Franklin St & Chicago Ave,Rush St & Superior St,Subscriber,Male,1974.0
439769,2017-04-02 09:34:54,2017-04-02 10:45:59,4265,Rush St & Superior St,Lake Shore Dr & Ohio St,Customer,,
1523218,2017-06-29 08:42:56,2017-06-29 08:55:13,737,Clinton St & Washington Blvd,Columbus Dr & Randolph St,Subscriber,Male,1970.0
92752,2017-01-26 17:18:24,2017-01-26 17:26:06,462,State St & Randolph St,Field Blvd & South Water St,Subscriber,Male,1989.0
159564,2017-02-12 09:23:49,2017-02-12 09:25:18,89,Southport Ave & Irving Park Rd,Southport Ave & Clark St,Subscriber,Male,1957.0
1264489,2017-06-13 16:24:38,2017-06-13 17:13:40,2942,McClurg Ct & Illinois St,Lake Shore Dr & Monroe St,Customer,,
247220,2017-02-22 18:17:49,2017-02-22 18:21:59,250,State St & 33rd St,Calumet Ave & 33rd St,Subscriber,Male,1995.0
915608,2017-05-22 06:32:37,2017-05-22 06:46:01,804,Financial Pl & Congress Pkwy,Field Museum,Subscriber,Female,1962.0
1086829,2017-06-03 12:40:43,2017-06-03 12:54:07,804,Greenview Ave & Diversey Pkwy,Ravenswood Ave & Irving Park Rd,Subscriber,Male,1968.0
295226,2017-03-04 15:44:18,2017-03-04 15:56:28,730,Milwaukee Ave & Wabansia Ave,Sheffield Ave & Kingsbury St,Subscriber,Female,1987.0
339667,2017-03-13 11:08:42,2017-03-13 11:17:16,514,Clinton St & Washington Blvd,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1957.0
780277,2017-05-10 15:15:10,2017-05-10 15:17:23,133,Greenview Ave & Fullerton Ave,Southport Ave & Wrightwood Ave,Subscriber,Male,1982.0
1501961,2017-06-27 18:19:26,2017-06-27 18:26:54,448,Marshfield Ave & Cortland St,Bissell St & Armitage Ave,Subscriber,Female,1987.0
1193539,2017-06-09 15:10:57,2017-06-09 15:32:27,1290,Michigan Ave & Washington St,Wells St & Huron St,Customer,,
142953,2017-02-08 09:18:26,2017-02-08 09:29:07,641,Desplaines St & Randolph St,State St & Kinzie St,Subscriber,Male,1988.0
1526763,2017-06-29 13:51:01,2017-06-29 14:07:56,1015,Cannon Dr & Fullerton Ave,Pine Grove Ave & Waveland Ave,Subscriber,Male,1959.0
1003296,2017-05-29 12:40:21,2017-05-29 13:00:41,1220,Dusable Harbor,Indiana Ave & Roosevelt Rd,Customer,,
1435714,2017-06-24 09:43:06,2017-06-24 09:48:12,306,Larrabee St & Division St,Dayton St & North Ave,Subscriber,Male,1986.0
213101,2017-02-19 12:43:51,2017-02-19 12:45:20,89,McClurg Ct & Illinois St,McClurg Ct & Illinois St,Subscriber,Male,1960.0
910906,2017-05-21 14:37:19,2017-05-21 14:57:03,1184,Streeter Dr & Grand Ave,Larrabee St & Webster Ave,Subscriber,Female,1988.0
1090792,2017-06-03 15:15:18,2017-06-03 15:25:07,589,Michigan Ave & Lake St,St. Clair St & Erie St,Customer,,
1078626,2017-06-02 19:37:50,2017-06-02 19:42:02,252,DuSable Museum,Prairie Ave & Garfield Blvd,Subscriber,Female,1988.0
